0.013044	-0.000956925	0.00171262	0.00152869
0.026089	-0.00360894	0.00666841	0.00613263
0.039133	-0.00736135	0.0143555	0.0138246
0.052177	-0.0114121	0.0240283	0.0245063
0.065221	-0.0149765	0.0348423	0.0378356
0.078266	-0.0175091	0.0459987	0.0531273
0.091310	-0.0188511	0.0568612	0.0693303
0.104354	-0.0192667	0.0670336	0.0851153
0.117399	-0.0193523	0.0763646	0.0990667
0.130443	-0.0198416	0.0848995	0.109943
0.143487	-0.0213619	0.0927769	0.116941
0.156532	-0.0242203	0.100124	0.119883
0.169576	-0.0282701	0.106959	0.119289
0.182620	-0.0329108	0.113142	0.116259
0.195664	-0.0372366	0.118364	0.11224
0.208709	-0.0402904	0.122239	0.108648
0.221753	-0.041355	0.124388	0.106516
0.234797	-0.0402148	0.124579	0.106193
0.247842	-0.0372923	0.122822	0.107227
0.260886	-0.0336206	0.119441	0.108442
0.273930	-0.0306448	0.115044	0.108216
0.286974	-0.0298726	0.110434	0.104923
0.300019	-0.032491	0.106471	0.097381
0.313063	-0.0390039	0.103868	0.0852404
0.326107	-0.0490214	0.103052	0.0691897
0.339152	-0.0612749	0.104021	0.0508715
0.352196	-0.0738193	0.106344	0.0325912
0.365240	-0.084455	0.109218	0.0167878
0.378285	-0.0912431	0.111632	0.00544736
0.391329	-0.0929686	0.11259	-0.00043698
0.404373	-0.0894968	0.111343	-0.0011769
0.417417	-0.0818537	0.10757	0.00158054
0.430462	-0.0720343	0.101482	0.0051455
0.443506	-0.0625706	0.0937928	0.00638505
0.456550	-0.0559313	0.0855794	0.00240724
0.469595	-0.0539075	0.0780208	-0.00871782
0.482639	-0.0571247	0.0721258	-0.0274808
0.495683	-0.064829	0.0684469	-0.0527561
0.508727	-0.0750022	0.0668866	-0.0820491
0.521772	-0.0847619	0.0666513	-0.112071
0.534816	-0.0910617	0.0663378	-0.139565
0.547860	-0.0914008	0.0641859	-0.162172
0.560905	-0.0844794	0.0584264	-0.179089
0.573949	-0.070593	0.0476391	-0.191439
0.586993	-0.0516248	0.0311009	-0.202114
0.600038	-0.0306858	0.00895374	-0.215194
0.613082	-0.0114144	-0.0177546	-0.235046
0.626126	0.00289373	-0.0472605	-0.265231
0.639170	0.0100931	-0.0774082	-0.307584
0.652215	0.00977247	-0.106083	-0.361599
0.665259	0.00344457	-0.131648	-0.424368
0.678303	-0.00575063	-0.153276	-0.491051
0.691348	-0.0137448	-0.17112	-0.555844
0.704392	-0.0164974	-0.186267	-0.613237
0.717436	-0.0110342	-0.200467	-0.65924
0.730480	0.00376052	-0.215725	-0.692347
0.743525	0.0267061	-0.233797	-0.713956
0.756569	0.0544824	-0.255756	-0.728128
0.769613	0.0822586	-0.281695	-0.740768
0.782658	0.104758	-0.310652	-0.758306
0.795702	0.117497	-0.340807	-0.786264
0.808746	0.117887	-0.36988	-0.827976
0.821791	0.105973	-0.395693	-0.883809
0.834835	0.0845914	-0.416727	-0.951062
0.847879	0.0588681	-0.432574	-1.02459
0.860923	0.0351824	-0.44416	-1.09803
0.873968	0.0197685	-0.453681	-1.16537
0.887012	0.0173034	-0.464209	-1.22246
0.900056	0.0297855	-0.479117	-1.26811
0.913101	0.056003	-0.501349	-1.30452
0.926145	0.0916951	-0.532763	-1.33695
0.939189	0.130458	-0.573672	-1.37248
0.952233	0.165153	-0.622689	-1.41848
0.965278	0.189516	-0.676955	-1.48071
0.978322	0.199624	-0.732674	-1.56201
0.991366	0.19484	-0.785913	-1.66118
1.004411	0.177996	-0.833424	-1.77339
1.017455	0.154761	-0.873362	-1.89072
1.030499	0.132309	-0.90571	-2.00422
1.043544	0.117582	-0.932293	-2.10562
1.056588	0.115553	-0.956386	-2.18937
1.069632	0.127906	-0.981968	-2.25393
1.082676	0.152478	-1.0128	-2.3023
1.095721	0.183624	-1.0515	-2.34128
1.108765	0.21346	-1.09894	-2.38029
1.121809	0.233731	-1.15384	-2.42907
1.134854	0.237871	-1.21321	-2.49563
1.147898	0.222794	-1.27277	-2.5844
1.160942	0.189954	-1.32818	-2.69536
1.173986	0.145371	-1.37598	-2.82408
1.187031	0.0985928	-1.41461	-2.96292
1.200075	0.0607653	-1.44499	-3.10297
1.213119	0.0421984	-1.47048	-3.23637
1.226164	0.0500191	-1.49636	-3.35833
1.239208	0.0864488	-1.52874	-3.46873
1.252252	0.148074	-1.57325	-3.57199
1.265297	0.226487	-1.63368	-3.67655
1.278341	0.31002	-1.71106	-3.79289
1.291385	0.386382	-1.80317	-3.93096
1.304429	0.445545	-1.90479	-4.0979
1.317474	0.482258	-2.00874	-4.29619
1.330518	0.497562	-2.10726	-4.52295
1.343562	0.498978	-2.19386	-4.77046
1.356607	0.499168	-2.26467	-5.02819
1.369651	0.5134	-2.31964	-5.28519
1.382695	0.556307	-2.36278	-5.53314
1.395739	0.63865	-2.40149	-5.76863
1.408784	0.764848	-2.44539	-5.99464
1.421828	0.931829	-2.50435	-6.22027
1.434872	1.12955	-2.58668	-6.4593
1.447917	1.34305	-2.69731	-6.72734
1.460961	1.55585	-2.83706	-7.03847
1.474005	1.75337	-3.0025	-7.40231
1.487050	1.92652	-3.1869	-7.82146
1.500094	2.07358	-3.38208	-8.2911
1.513138	2.20071	-3.58045	-8.79989
1.526182	2.32045	-3.77699	-9.3323
1.539227	2.44878	-3.97086	-9.87228
1.552271	2.60106	-4.16595	-10.407
1.565315	2.78814	-4.37025	-10.9299
1.578360	3.01347	-4.5943	-11.442
1.591404	3.27181	-4.84895	-11.9526
1.604448	3.55015	-5.14282	-12.4775
1.617492	3.8307	-5.48025	-13.035
1.630537	4.09528	-5.8599	-13.6436
1.643581	4.33054	-6.27501	-14.3183
1.656625	4.53207	-6.71448	-15.0676
1.669670	4.70739	-7.16537	-15.8941
1.682714	4.87606	-7.61574	-16.7957
1.695758	5.06743	-8.05764	-17.7683
1.708803	5.31606	-8.48924	-18.8099
1.721847	5.65552	-8.91567	-19.9225
1.734891	6.11255	-9.34832	-21.1184
1.747935	6.70221	-9.8031	-22.4171
1.760980	7.42583	-10.2971	-23.8488
1.774024	8.27205	-10.8457	-25.4491
1.787068	9.22148	-11.4593	-27.2582
1.800113	10.2539	-12.1418	-29.3175
1.813157	11.3556	-12.8914	-31.6686
1.826201	12.5287	-13.7018	-34.3523
1.839246	13.7955	-14.566	-37.41
1.852290	15.1998	-15.4795	-40.8872
1.865334	16.8042	-16.4448	-44.8325
1.878378	18.6819	-17.4725	-49.2986
1.891423	20.904	-18.5821	-54.3383
1.904467	23.5266	-19.7975	-59.9957
1.917511	26.5757	-21.1448	-66.2933
1.930556	30.0367	-22.6422	-73.2172
1.943600	33.8479	-24.2969	-80.6999
1.956644	37.9	-26.0971	-88.6087
1.969688	42.0413	-28.0123	-96.7355
1.982733	46.0922	-29.9927	-104.799
1.995777	49.8591	-31.9775	-112.462
2.008821	53.1565	-33.9037	-119.35
2.021866	55.8235	-35.7191	-125.084
2.034910	57.7419	-37.3936	-129.326
2.047954	58.8457	-38.9309	-131.818
2.060999	59.1286	-40.3735	-132.411
2.074043	58.6418	-41.8015	-131.099
2.087087	57.4869	-43.3259	-128.018
2.100131	55.8051	-45.0742	-123.44
2.113176	53.7618	-47.1708	-117.748
2.126220	51.5304	-49.7175	-111.396
2.139264	49.276	-52.7722	-104.857
2.152309	47.142	-56.3352	-98.5734
2.165353	45.2372	-60.341	-92.9184
2.178397	43.6298	-64.6599	-88.1492
2.191441	42.3423	-69.1086	-84.4057
2.204486	41.3522	-73.4684	-81.7043
2.217530	40.5951	-77.5085	-79.9564
2.230574	39.9734	-81.013	-78.9972
2.243619	39.3661	-83.8017	-78.6194
2.256663	38.6421	-85.7496	-78.6046
2.269707	37.6747	-86.7982	-78.7604
2.282752	36.355	-86.9545	-78.9313
2.295796	34.6054	-86.2866	-79.0052
2.308840	32.3884	-84.9084	-78.9177
2.321884	29.7112	-82.9654	-78.631
2.334929	26.6252	-80.6154	-78.1254
2.347973	23.2184	-78.0144	-77.3901
2.361017	19.6039	-75.3051	-76.4152
2.374062	15.903	-72.6125	-75.186
2.387106	12.2286	-70.0421	-73.704
2.400150	8.66829	-67.6831	-71.984
2.413194	5.27289	-65.6126	-70.0739
2.426239	2.05017	-63.8991	-68.0621
2.439283	-1.03307	-62.6039	-66.077
2.452327	-4.04247	-61.78	-64.273
2.465372	-7.06178	-61.4664	-62.8185
2.478416	-10.1757	-61.6862	-61.8672
2.491460	-13.4528	-62.4393	-61.5339
2.504505	-16.9353	-63.7044	-61.8735
2.517549	-20.6311	-65.4421	-62.8708
2.530593	-24.5212	-67.6048	-64.4406
2.543637	-28.5683	-70.1514	-66.4473
2.556682	-32.7371	-73.0634	-68.7307
2.569726	-37.0127	-76.3618	-71.1422
2.582770	-41.4184	-80.1156	-73.5786
2.595815	-46.0262	-84.4445	-76.0089
2.608859	-50.9558	-89.5093	-78.4882
2.621903	-56.3635	-95.49	-81.1532
2.634947	-62.4177	-102.555	-84.2055
2.647992	-69.2697	-110.827	-87.8786
2.661036	-77.0204	-120.339	-92.4083
2.674080	-85.6947	-131.009	-98.0008
2.687125	-95.2253	-142.628	-104.823
2.700169	-105.453	-154.851	-113.007
2.713213	-116.148	-167.22	-122.678
2.726258	-127.04	-179.214	-133.995
2.739302	-137.874	-190.29	-147.211
2.752346	-148.45	-199.949	-162.704
2.765390	-158.677	-207.796	-181.007
2.778435	-168.595	-213.598	-202.794
2.791479	-178.381	-217.297	-228.832
2.804523	-188.328	-219.03	-259.88
2.817568	-198.795	-219.101	-296.549
2.830612	-210.139	-217.934	-339.169
2.843656	-222.634	-216.023	-387.623
2.856700	-236.384	-213.843	-441.251
2.869745	-251.282	-211.798	-498.76
2.882789	-266.957	-210.159	-558.258
2.895833	-282.792	-209.028	-617.33
2.908878	-297.955	-208.33	-673.2
2.921922	-311.481	-207.832	-722.977
2.934966	-322.378	-207.184	-763.916
2.948011	-329.741	-205.982	-793.692
2.961055	-332.86	-203.825	-810.644
2.974099	-331.315	-200.389	-813.94
2.987143	-325.03	-195.469	-803.678
3.000188	-314.277	-189.01	-780.858
3.013232	-299.669	-181.116	-747.273
3.026276	-282.053	-172.038	-705.309
3.039321	-262.444	-162.123	-657.687
3.052365	-241.904	-151.783	-607.183
3.065409	-221.41	-141.429	-556.374
3.078453	-201.786	-131.431	-507.407
3.091498	-183.635	-122.07	-461.868
3.104542	-167.305	-113.526	-420.718
3.117586	-152.898	-105.869	-384.313
3.130631	-140.32	-99.073	-352.509
3.143675	-129.333	-93.0436	-324.797
3.156719	-119.628	-87.6479	-300.469
3.169764	-110.9	-82.7478	-278.785
3.182808	-102.891	-78.2287	-259.09
3.195852	-95.4289	-74.0168	-240.909
3.208896	-88.4369	-70.0872	-223.979
3.221941	-81.9171	-66.4572	-208.222
3.234985	-75.9269	-63.1759	-193.71
3.248029	-70.5418	-60.3024	-180.584
3.261074	-65.8201	-57.8882	-168.972
3.274118	-61.7786	-55.9594	-158.943
3.287162	-58.3776	-54.5077	-150.456
3.300206	-55.5246	-53.4887	-143.356
3.313251	-53.0873	-52.8264	-137.395
3.326295	-50.9186	-52.4276	-132.274
3.339339	-48.8822	-52.1955	-127.691
3.352384	-46.8774	-52.0481	-123.392
3.365428	-44.853	-51.9307	-119.208
3.378472	-42.8126	-51.8235	-115.072
3.391517	-40.8078	-51.7436	-111.018
3.404561	-38.9209	-51.7404	-107.159
3.417605	-37.2445	-51.8843	-103.648
3.430649	-35.8588	-52.2534	-100.643
3.443694	-34.8135	-52.9191	-98.2646
3.456738	-34.1176	-53.9344	-96.5733
3.469782	-33.7392	-55.326	-95.5582
3.482827	-33.6133	-57.0924	-95.1431
3.495871	-33.6569	-59.2095	-95.2061
3.508915	-33.7881	-61.6389	-95.6107
3.521959	-33.9431	-64.3439	-96.2374
3.535004	-34.091	-67.3042	-97.0121
3.548048	-34.2388	-70.5306	-97.9276
3.561092	-34.4317	-74.0771	-99.0515
3.574137	-34.7432	-78.0429	-100.518
3.587181	-35.2628	-82.5723	-102.515
3.600225	-36.0781	-87.8408	-105.25
3.613270	-37.2606	-94.0363	-108.925
3.626314	-38.8533	-101.333	-113.706
3.639358	-40.8631	-109.862	-119.684
3.652402	-43.2594	-119.677	-126.866
3.665447	-45.9775	-130.736	-135.154
3.678491	-48.926	-142.869	-144.347
3.691535	-51.9947	-155.782	-154.137
3.704580	-55.0632	-169.052	-164.138
3.717624	-58.0094	-182.156	-173.888
3.730668	-60.7135	-194.492	-182.899
3.743712	-63.0633	-205.434	-190.676
3.756757	-64.9561	-214.386	-196.755
3.769801	-66.3031	-220.826	-200.743
3.782845	-67.0332	-224.37	-202.35
3.795890	-67.0977	-224.806	-201.423
3.808934	-66.4776	-222.115	-197.947
3.821978	-65.1883	-216.494	-192.068
3.835023	-63.2852	-208.325	-184.071
3.848067	-60.8633	-198.15	-174.364
3.861111	-58.0542	-186.619	-163.431
3.874155	-55.0192	-174.434	-151.794
